node,status
813,1
814,1
815,2
816,1
817,1
818,1
819,1
820,1
821,2
822,2
823,1
824,2
825,1
826,1
827,2
828,1
829,1
830,1
831,1
832,1
833,1
834,1
835,2
836,1
837,0
838,1
839,1
840,1
841,2
842,2
843,1
844,1
845,1
846,1
847,2
848,2
849,1
850,1
851,1
852,1
853,2
854,1
855,1
856,1
857,0
858,2
859,1
860,1
861,1
862,1
863,1
864,1
865,1
866,2
867,1
868,1
869,1
870,2
871,1
872,1
873,1
874,1
875,1
876,2
877,1
878,1
879,1
880,1
881,1
882,1
883,2
884,1
885,1
886,0
887,0
888,2
889,1
890,1
891,2
892,1
893,1
894,1
895,1
896,1
897,2
898,2
899,2
900,1
901,1
902,1
903,1
904,1
905,1
906,1
907,1
908,2
909,2
910,2
911,2
912,2
913,1
914,1
915,1
916,1
917,1
918,1
919,2
920,1
921,1
922,1
923,1
924,1
925,1
926,1
927,2
928,1
929,1
930,1
931,2
932,2
933,2
934,1
935,2
936,1
937,1
938,1
939,2
940,2
941,2
942,1
943,2
944,1
945,1
946,2
947,0
948,1
949,0
950,1
951,1
952,1
953,2
954,1
955,1
956,1
957,1
958,1
959,0
960,2
961,0
962,1
963,1
964,1
965,1
966,1
967,1
968,2
969,0
970,1
971,0
972,2
973,1
974,2
975,1
976,1
977,2
978,1
979,1
980,1
981,2
982,1
983,1
984,1
985,1
986,2
987,2
988,1
989,1
990,1
991,1
992,1
993,1
994,1
995,1
996,1
997,1
998,1
999,0
1000,1
1001,0
1002,1
1003,2
1004,1
1005,1
1006,1
1007,1
1008,1
1009,1
1010,1
1011,2
1012,1
1013,0
1014,1
1015,1
1016,1
1017,1
1018,1
1019,1
1020,2
1021,1
1022,1
1023,1
1024,1
1025,2
1026,2
1027,1
1028,1
1029,0
1030,2
1031,1
1032,2
1033,2
1034,0
1035,1
1036,0
1037,1
1038,1
1039,2
1040,2
1041,1
1042,1
1043,2
1044,2
1045,2
1046,1
1047,1
1048,2
1049,2
1050,2
1051,1
1052,1
1053,1
1054,1
1055,2
1056,1
1057,1
1058,2
1059,0
1060,1
1061,1
1062,1
1063,1
1064,1
1065,1
1066,1
1067,2
1068,1
1069,2
1070,2
1071,2
1072,1
1073,2
1074,1
1075,1
1076,1
1077,1
1078,1
1079,1
1080,1
1081,1
1082,2
1083,1
1084,1
1085,1
1086,1
1087,1
1088,1
1089,1
1090,1
1091,2
1092,1
1093,0
1094,1
1095,2
1096,1
1097,1
1098,1
1099,1
1100,1
1101,1
1102,1
1103,1
1104,2
1105,1
1106,2
1107,1
1108,1
1109,1
1110,2
1111,1
1112,0
1113,1
1114,2
1115,2
1116,2
1117,1
1118,0
1119,1
1120,1
1121,1
1122,1
1123,1
1124,0
1125,1
1126,2
1127,1
1128,0
1129,2
1130,2
1131,1
1132,1
1133,1
1134,1
1135,1
1136,1
1137,1
1138,1
1139,1
1140,1
1141,1
1142,1
1143,2
1144,2
1145,1
1146,1
1147,1
1148,1
1149,0
1150,1
1151,1
1152,1
1153,1
1154,1
1155,1
1156,1
1157,0
1158,0
1159,2
1160,1
1161,1
1162,1
1163,2
1164,1
1165,2
1166,1
1167,1
1168,1
1169,0
1170,1
1171,1
1172,2
1173,2
1174,1
1175,1
1176,1
1177,1
1178,1
1179,1
1180,1
1181,0
1182,1
1183,1
1184,2
1185,0
1186,1
1187,1
1188,2
1189,1
1190,0
1191,1
1192,1
1193,1
1194,1
1195,1
1196,1
1197,1
1198,1
1199,1
1200,1
1201,2
1202,1
1203,1
1204,1
1205,1
1206,0
1207,1
1208,1
1209,1
1210,1
1211,1
1212,1
1213,1
1214,1
1215,1
1216,1
1217,1
1218,1
1219,1
1220,1
1221,1
1222,0
1223,1
1224,1
1225,1
1226,0
1227,2
1228,1
1229,1
1230,1
1231,2
1232,0
1233,1
1234,1
1235,1
1236,1
1237,1
1238,1
1239,1
1240,1
1241,1
1242,1
1243,1
1244,1
1245,1
1246,1
1247,2
1248,0
1249,1
1250,2
1251,1
1252,1
1253,1
1254,1
1255,1
1256,2
1257,1
1258,1
1259,1
1260,1
1261,2
1262,1
1263,1
1264,1
1265,1
1266,0
1267,1
1268,1
1269,1
1270,1
1271,1
1272,1
1273,1
1274,1
1275,1
1276,1
1277,1
1278,1
1279,2
1280,1
1281,1
1282,1
1283,2
1284,2
1285,2
1286,1
1287,1
1288,1
1289,1
1290,1
1291,1
1292,1
1293,1
1294,1
1295,0
1296,2
1297,1
1298,1
1299,0
1300,1
1301,1
1302,1
1303,1
1304,2
1305,1
1306,2
1307,1
1308,1
1309,1
1310,1
1311,1
1312,2
1313,1
1314,1
1315,2
1316,2
1317,1
1318,1
1319,0
1320,1
1321,1
1322,2
1323,0
1324,1
1325,1
1326,1
1327,1
1328,0
1329,0
1330,1
1331,1
1332,1
1333,1
1334,2
1335,1
1336,1
1337,1
1338,2
1339,2
1340,1
1341,1
1342,1
1343,0
1344,1
1345,2
1346,1
1347,2
1348,2
1349,1
1350,1
1351,1
1352,1
1353,0
1354,2
1355,2
1356,1
1357,2
1358,2
1359,1
1360,1
1361,1
1362,1
1363,1
1364,1
1365,1
1366,1
1367,0
1368,1
1369,2
1370,2
1371,1
1372,1
1373,1
1374,2
1375,2
1376,1
1377,0
1378,1
1379,1
1380,1
1381,0
1382,1
1383,2
1384,1
1385,2
1386,1
1387,1
1388,2
1389,1
1390,2
1391,1
1392,2
1393,1
1394,1
1395,1
1396,2
1397,1
1398,0
1399,2
1400,1
1401,1
1402,2
1403,1
1404,1
1405,1
1406,2
1407,2
1408,1
1409,1
1410,1
1411,1
1412,2
1413,1
1414,1
1415,1
1416,2
1417,1
1418,1
1419,0
1420,1
1421,2
1422,1
1423,1
1424,2
1425,1
1426,1
1427,1
1428,1
1429,1
1430,1
1431,1
1432,0
1433,2
1434,1
1435,2
1436,2
1437,2
1438,1
1439,1
1440,1
1441,1
1442,0
1443,1
1444,1
1445,1
1446,1
1447,1
1448,0
1449,1
1450,1
1451,1
1452,1
1453,1
1454,2
1455,2
1456,1
1457,1
1458,2
1459,1
1460,2
1461,1
1462,0
1463,1
1464,1
1465,0
1466,1
1467,1
1468,2
1469,1
1470,2
1471,2
1472,1
1473,1
1474,1
1475,2
1476,1
1477,1
1478,1
1479,1
1480,1
1481,1
1482,1
1483,1
1484,2
1485,0
1486,1
1487,0
1488,2
1489,1
1490,1
1491,1
1492,1
1493,1
1494,0
1495,1
1496,1
1497,1
1498,2
1499,1
1500,2
1501,1
1502,1
1503,1
1504,2
1505,1
1506,2
1507,1
1508,1
1509,1
1510,1
1511,1
1512,1
1513,1
1514,1
1515,1
1516,2
1517,1
1518,2
1519,1
1520,2
1521,0
1522,1
1523,2
1524,1
1525,1
1526,2
1527,1
1528,1
1529,1
1530,1
1531,2
1532,0
1533,1
1534,1
1535,1
1536,1
1537,1
1538,1
1539,1
1540,2
1541,1
1542,2
1543,1
1544,1
1545,2
1546,1
1547,2
1548,1
1549,1
1550,1
1551,1
1552,0
1553,2
1554,1
1555,1
1556,1
1557,1
1558,1
1559,1
1560,2
1561,2
1562,1
1563,1
1564,2
1565,1
1566,1
1567,2
1568,0
1569,1
1570,1
1571,1
1572,1
1573,1
1574,1
1575,2
1576,1
1577,1
1578,1
1579,1
1580,1
1581,1
1582,2
1583,1
1584,2
1585,1
1586,0
1587,1
1588,1
1589,1
1590,2
1591,1
1592,1
1593,1
1594,1
1595,2
1596,2
1597,1
1598,2
1599,1
1600,1
1601,2
1602,1
1603,1
1604,0
1605,2
1606,1
1607,1
1608,2
1609,1
1610,2
1611,1
1612,2
1613,1
1614,2
1615,1
1616,0
1617,1
1618,2
1619,2
1620,2
1621,2
1622,1
1623,1
1624,1
1625,2
1626,1
1627,0
1628,1
1629,1
1630,1
1631,1
1632,2
1633,1
1634,1
1635,0
1636,1
1637,1
1638,2
1639,1
1640,0
1641,1
1642,1
1643,0
1644,1
1645,2
1646,1
1647,1
1648,1
1649,0
1650,1
1651,1
1652,2
1653,1
1654,1
1655,1
1656,2
1657,1
1658,1
1659,1
1660,1
1661,1
1662,1
1663,2
1664,1
1665,1
1666,1
1667,2
1668,2
1669,1
1670,1
1671,1
1672,1
1673,1
1674,1
1675,1
1676,1
1677,1
1678,2
1679,1
1680,1
1681,1
1682,1
1683,1
1684,2
1685,1
1686,1
1687,1
1688,1
1689,1
1690,2
1691,2
1692,1
1693,1
1694,0
1695,1
1696,1
1697,1
1698,2
1699,1
1700,1
1701,1
1702,2
1703,1
1704,1
1705,1
1706,2
1707,1
1708,1
1709,1
1710,2
1711,1
1712,1
1713,1
1714,1
1715,2
1716,2
1717,2
1718,1
1719,1
1720,1
1721,1
1722,1
1723,0
1724,1
1725,1
1726,1
1727,2
1728,1
1729,1
1730,2
1731,1
1732,1
1733,0
1734,1
1735,2
1736,1
1737,1
1738,1
1739,1
1740,1
1741,1
1742,0
1743,1
1744,1
1745,1
1746,2
1747,1
1748,1
1749,1
1750,1
1751,1
1752,1
1753,1
1754,2
1755,2
1756,1
1757,1
1758,2
1759,1
1760,2
1761,2
1762,1
1763,1
1764,1
1765,1
1766,1
1767,2
1768,1
1769,1
1770,1
1771,2
1772,1
1773,0
1774,1
1775,1
1776,1
1777,1
1778,0
1779,0
1780,0
1781,2
1782,2
1783,2
1784,1
1785,1
1786,1
1787,2
1788,1
1789,1
1790,1
1791,1
1792,2
1793,1
1794,0
1795,0
1796,0
1797,1
1798,1
1799,1
1800,1
1801,2
1802,1
1803,0
1804,2
1805,1
1806,1
1807,2
1808,1
1809,2
1810,1
1811,1
1812,1
1813,0
1814,1
1815,1
1816,0
1817,2
1818,1
1819,1
1820,2
1821,1
1822,1
1823,1
1824,1
1825,1
1826,1
1827,1
1828,1
1829,2
1830,0
1831,1
1832,2
1833,1
1834,1
1835,1
1836,1
1837,2
1838,1
1839,2
1840,1
1841,1
1842,1
1843,0
1844,1
1845,2
1846,1
1847,1
1848,1
1849,1
1850,2
1851,1
1852,1
1853,1
1854,1
1855,1
1856,1
1857,1
1858,1
1859,1
1860,1
1861,2
1862,1
1863,2
1864,1
1865,1
1866,1
1867,1
1868,2
1869,1
1870,0
1871,2
1872,1
1873,1
1874,2
1875,1
1876,2
1877,1
1878,2
1879,1
1880,2
1881,1
1882,2
1883,1
1884,1
1885,1
1886,1
1887,1
1888,1
1889,1
1890,2
1891,1
1892,2
1893,1
1894,1
1895,1
1896,2
1897,2
1898,1
1899,1
1900,1
1901,2
1902,2
1903,1
1904,1
1905,2
1906,1
1907,1
1908,2
1909,2
1910,1
1911,1
1912,2
1913,1
1914,0
1915,1
1916,1
1917,0
1918,0
1919,1
1920,1
1921,1
1922,1
1923,1
1924,0
1925,2
1926,2
1927,1
1928,2
1929,0
1930,2
1931,1
1932,1
1933,1
1934,2
1935,1
1936,1
1937,1
1938,1
1939,1
1940,1
1941,1
1942,0
1943,1
1944,1
1945,1
1946,1
1947,1
1948,1
1949,1
1950,1
1951,1
1952,2
1953,1
1954,2
1955,1
1956,2
1957,1
1958,1
1959,1
1960,1
1961,1
1962,1
1963,1
1964,2
1965,1
1966,1
1967,1
1968,1
1969,1
1970,0
1971,2
1972,2
1973,1
1974,2
1975,1
1976,1
1977,0
1978,1
1979,1
1980,2
1981,1
1982,1
1983,2
1984,1
1985,1
1986,2
1987,1
1988,1
1989,1
1990,1
1991,1
1992,1
1993,2
1994,1
1995,0
1996,2
1997,2
1998,1
1999,1
2000,1
2001,1
2002,1
2003,2
2004,1
2005,1
2006,1
2007,1
2008,1
2009,1
2010,2
2011,2
2012,1
2013,1
2014,0
2015,0
2016,1
2017,1
2018,1
2019,1
2020,0
2021,1
2022,0
2023,1
2024,2
2025,2
2026,2
2027,1
2028,1
2029,0
2030,2
2031,1
2032,1
2033,1
2034,1
2035,1
2036,1
2037,1
2038,1
2039,1
2040,1
2041,2
2042,1
2043,1
2044,1
2045,1
2046,1
2047,1
2048,2
2049,2
2050,1
2051,1
2052,1
2053,1
2054,1
2055,1
2056,1
2057,2
2058,2
2059,2
2060,1
2061,0
2062,0
2063,1
2064,2
2065,1
2066,1
2067,2
2068,1
2069,1
2070,1
2071,2
2072,1
2073,1
2074,1
2075,2
2076,1
2077,1
2078,1
2079,1
2080,1
2081,2
2082,1
2083,1
2084,1
2085,2
2086,1
2087,1
2088,1
2089,1
2090,1
2091,1
2092,1
2093,1
2094,1
2095,1
2096,2
2097,1
2098,1
2099,2
2100,1
2101,1
2102,1
2103,1
2104,2
2105,1
2106,1
2107,1
2108,2
2109,1
2110,1
2111,1
2112,1
2113,2
2114,2
2115,0
2116,2
2117,1
2118,2
2119,1
2120,1
2121,1
2122,0
2123,1
2124,1
2125,1
2126,1
2127,0
2128,0
2129,1
2130,2
2131,1
2132,2
2133,1
2134,1
2135,2
2136,2
2137,1
2138,0
2139,1
2140,1
2141,1
2142,1
2143,2
2144,1
2145,2
2146,0
2147,1
2148,2
2149,1
2150,0
2151,2
2152,2
2153,1
2154,2
2155,1
2156,1
2157,1
2158,0
2159,2
2160,1
2161,1
2162,1
2163,1
2164,1
2165,1
2166,1
2167,1
2168,2
2169,1
2170,2
2171,2
2172,1
2173,1
2174,1
2175,1
2176,2
2177,2
2178,1
2179,2
2180,2
2181,1
2182,1
2183,2
2184,1
2185,1
2186,1
2187,1
2188,1
2189,0
2190,1
2191,1
2192,0
2193,1
2194,1
2195,2
2196,1
2197,1
2198,1
2199,1
2200,1
2201,2
2202,1
2203,1
2204,1
2205,1
2206,2
2207,1
2208,2
2209,1
2210,2
2211,1
2212,1
2213,2
2214,1
2215,1
2216,1
2217,0
2218,2
2219,1
2220,1
2221,2
2222,1
2223,1
2224,2
2225,1
2226,1
2227,1
2228,1
2229,1
2230,2
2231,2
2232,1
2233,1
2234,2
2235,2
2236,1
2237,1
2238,1
2239,1
2240,2
2241,1
2242,1
2243,2
2244,1
2245,1
2246,1
2247,0
2248,1
2249,1
2250,1
2251,1
2252,0
2253,2
2254,2
2255,0
2256,1
2257,2
2258,1
2259,2
2260,1
2261,1
2262,2
2263,1
2264,1
2265,2
2266,1
2267,1
2268,2
2269,1
2270,2
2271,1
2272,1
2273,2
2274,1
2275,2
2276,1
2277,0
2278,2
2279,1
2280,1
2281,2
2282,1
2283,1
2284,2
2285,1
2286,1
2287,2
2288,0
2289,2
2290,2
2291,1
2292,1
2293,1
2294,2
2295,1
2296,1
2297,0
2298,2
2299,2
2300,1
2301,1
2302,2
2303,2
2304,1
2305,1
2306,1
2307,1
2308,1
2309,0
2310,2
2311,1
2312,1
2313,0
2314,1
2315,1
2316,1
2317,0
2318,1
2319,2
2320,2
2321,1
2322,1
2323,1
2324,1
2325,0
2326,2
2327,0
2328,1
2329,1
2330,1
2331,1
2332,1
2333,1
2334,0
2335,2
2336,0
2337,1
2338,1
2339,0
2340,2
2341,1
2342,1
2343,1
2344,1
2345,1
2346,0
2347,1
2348,1
2349,1
2350,0
2351,1
2352,1
2353,1
2354,1
2355,1
2356,1
2357,1
2358,1
2359,1
2360,1
2361,1
2362,1
2363,1
2364,1
2365,1
2366,2
2367,1
2368,1
2369,1
2370,1
2371,2
2372,1
2373,1
2374,1
2375,2
2376,1
2377,1
2378,1
2379,1
2380,1
2381,2
2382,1
2383,1
2384,0
2385,2
2386,1
2387,1
2388,2
2389,1
2390,1
2391,0
2392,1
2393,1
2394,1
2395,1
2396,1
2397,1
2398,1
2399,1
2400,1
2401,1
2402,1
2403,1
2404,1
2405,2
2406,1
2407,1
2408,2
2409,1
2410,2
2411,1
2412,1
2413,2
2414,1
2415,1
2416,1
2417,2
2418,1
2419,2
2420,1
2421,0
2422,1
2423,2
2424,1
2425,2
2426,2
2427,2
2428,1
2429,2
2430,1
2431,2
2432,1
2433,1
2434,2
2435,2
2436,1
2437,1
2438,2
2439,1
2440,1
2441,1
2442,0
2443,1
2444,0
2445,1
2446,1
2447,1
2448,1
2449,1
2450,1
2451,1
2452,2
2453,1
2454,1
2455,1
2456,1
2457,2
2458,1
2459,1
2460,2
2461,1
2462,2
2463,1
2464,1
2465,1
2466,1
2467,1
2468,2
2469,2
2470,1
2471,1
2472,1
2473,2
2474,1
2475,2
2476,2
2477,1
2478,0
2479,1
2480,1
2481,1
2482,1
2483,1
2484,1
2485,1
2486,1
2487,1
2488,1
2489,1
2490,1
2491,1
2492,2
2493,2
2494,1
2495,0
2496,1
2497,2
2498,2
2499,2
2500,0
2501,2
2502,1
2503,2
2504,2
2505,1
2506,1
2507,2
2508,1
2509,1
2510,2
2511,1
2512,1
2513,2
2514,1
2515,1
2516,2
2517,1
2518,1
2519,1
2520,2
2521,0
2522,0
2523,2
2524,1
2525,1
2526,1
2527,1
2528,1
2529,1
2530,0
2531,0
2532,1
2533,2
2534,1
2535,1
2536,2
2537,1
2538,1
2539,1
2540,1
2541,1
2542,1
2543,1
2544,1
2545,2
2546,1
2547,2
2548,1
2549,1
2550,1
2551,1
2552,1
2553,1
2554,2
2555,2
2556,2
2557,1
2558,1
2559,1
2560,1
2561,1
2562,1
2563,1
2564,2
2565,1
2566,1
2567,1
2568,1
2569,1
2570,1
2571,0
2572,0
2573,1
2574,1
2575,1
2576,2
2577,1
2578,2
2579,1
2580,1
2581,1
2582,2
2583,2
2584,2
2585,0
2586,2
2587,1
2588,1
2589,2
2590,0
2591,2
2592,2
2593,2
2594,1
2595,1
2596,1
2597,1
2598,1
2599,1
2600,2
2601,1
2602,2
2603,1
2604,1
2605,1
2606,2
2607,0
2608,0
2609,1
2610,1
2611,1
2612,1
2613,1
2614,2
2615,1
2616,2
2617,1
2618,1
2619,1
2620,2
2621,2
2622,0
2623,1
2624,2
2625,2
2626,1
2627,1
2628,0
2629,1
2630,1
2631,1
2632,1
2633,1
2634,1
2635,1
2636,2
2637,1
2638,1
2639,1
2640,2
2641,1
2642,1
2643,1
2644,1
2645,1
2646,1
2647,2
2648,1
2649,1
2650,1
2651,1
2652,1
2653,1
2654,1
2655,1
2656,1
2657,0
2658,1
2659,1
2660,1
2661,1
2662,2
2663,2
2664,1
2665,1
2666,2
2667,1
2668,2
2669,1
2670,1
2671,1
2672,1
2673,1
2674,1
2675,1
2676,1
2677,1
2678,1
2679,1
2680,1
2681,1
2682,0
2683,1
2684,2
2685,0
2686,2
2687,1
2688,0
2689,0
2690,1
2691,2
2692,1
2693,2
2694,1
2695,1
2696,1
2697,1
2698,1
2699,1
2700,2
2701,1
2702,1
2703,1
2704,0
2705,1
2706,0
2707,1
2708,2
2709,1
2710,0
2711,1
2712,1
2713,2
2714,1
2715,1
2716,2
2717,2
2718,1
2719,1
2720,1
2721,1
2722,2
2723,1
2724,1
2725,1
2726,2
2727,2
2728,1
2729,1
2730,0
2731,1
2732,1
2733,2
2734,1
2735,2
2736,1
2737,2
2738,2
2739,1
2740,1
2741,1
2742,0
2743,1
2744,1
2745,1
2746,2
2747,2
2748,1
2749,1
2750,1
2751,1
2752,1
2753,1
2754,2
2755,2
2756,1
2757,1
2758,2
2759,2
2760,1
2761,1
2762,1
2763,2
2764,2
2765,0
2766,2
2767,1
2768,2
2769,1
2770,1
2771,1
2772,0
2773,2
2774,1
2775,1
2776,1
2777,1
2778,1
2779,1
2780,1
2781,1
2782,2
2783,1
2784,1
2785,2
2786,2
2787,2
2788,1
2789,1
2790,1
2791,2
2792,0
2793,1
2794,2
2795,2
2796,0
2797,1
2798,1
2799,1
2800,1
2801,1
2802,1
2803,1
2804,2
2805,2
2806,2
2807,1
2808,1
2809,1
2810,1
2811,1
2812,1
2813,2
2814,0
2815,1
2816,2
2817,1
2818,1
2819,0
2820,1
2821,1
2822,0
2823,2
2824,1
2825,1
2826,2
2827,2
2828,1
2829,1
2830,1
2831,2
2832,1
2833,1
2834,1
2835,1
2836,2
2837,1
2838,1
2839,2
2840,2
2841,1
2842,0
2843,1
2844,2
2845,1
2846,1
2847,1
2848,1
2849,1
2850,2
2851,1
2852,1
2853,2
2854,1
2855,1
2856,1
2857,1
2858,1
2859,1
2860,1
2861,2
2862,1
2863,1
2864,2
2865,1
2866,1
2867,1
2868,1
2869,1
2870,1
2871,2
2872,2
2873,1
2874,1
2875,1
2876,2
2877,1
2878,2
2879,1
2880,2
2881,1
2882,2
2883,2
2884,1
2885,1
2886,2
2887,1
2888,1
2889,1
2890,1
2891,2
2892,2
2893,2
2894,1
2895,1
2896,2
2897,2
2898,1
2899,1
2900,1
2901,1
2902,1
2903,1
2904,1
2905,0
2906,1
2907,1
2908,1
2909,1
2910,2
2911,1
2912,1
2913,1
2914,2
2915,2
2916,2
2917,1
2918,1
2919,1
2920,1
2921,1
2922,1
2923,1
2924,0
2925,1
2926,1
2927,2
2928,1
2929,2
2930,2
2931,1
2932,1
2933,2
2934,2
2935,1
2936,0
2937,2
2938,1
2939,1
2940,2
2941,1
2942,1
2943,0
2944,2
2945,1
2946,1
2947,1
2948,1
2949,1
2950,1
2951,1
2952,1
2953,2
2954,1
2955,1
2956,2
2957,2
2958,2
2959,2
2960,1
2961,1
2962,0
2963,2
2964,1
2965,2
2966,1
2967,2
2968,2
2969,1
2970,2
2971,2
2972,0
2973,1
2974,1
2975,1
2976,2
2977,1
2978,1
2979,1
2980,1
2981,1
2982,2
2983,1
2984,2
2985,1
2986,1
2987,1
2988,1
2989,1
2990,1
2991,2
2992,0
2993,1
2994,2
2995,1
2996,2
2997,1
